Name,"Discharge (L/s)",Temperature,"Air Temperature","Delta T",Precip,Source,State,"Log Discharge",Latitude,Longitude,"Approx Heat Flow (W)","Corrected Heat Flow","Log approx heat flow","Crustal Heat Flow (mW/m2)","Heat Flow Area (m2)","Heat Flow Area (km2)","Precip Area (m2)",hfa/pa
"ROCKLAND WARM SPRINGS",26.4733333333333,37.7777777777778,6.3,31.4777777777778,357,"Mitchell et al. 1983",Idaho,1.4228086280082,42.54602485,-112.89943478,3076789.62962963,3486618.0082963,6.48809780310013,103.7,33622160.1571485,33.6221601571485,2338551.93277311,14.3773416728353
"UPPER ROCKLAND WARM SPRINGS",31.6666666666667,37.7777777777778,6.3,31.4777777777778,357,"Mitchell et al. 1983",Idaho,1.50060235056919,42.5438,-112.9026,3680370.37037037,4170595.7037037,6.56589152566112,103.7,40217894.9248187,40.2178949248187,2797310.92436975,14.3773416728353
"RUSSIAN JOHN WARM SPRINGS",0.06333333333333,33.8888888888889,1.9,31.9888888888889,496,"Mitchell et al. 1983",Idaho,-1.19836765376683,43.80518425,-114.58589396,6330.23703703704,8476.62903703704,3.80141997256866,150.8,56211.067884861,0.05621106788486,4026.77419354839,13.9593295235976
"LITTLE ANTELOPE FLAT WARM SPRINGS",19,32.7777777777778,0.6,32.1777777777778,445,"Mitchell et al. 1983",Idaho,1.27875360095283,44.38158933,-114.08810754,1810742.22222222,2558004.62222222,6.25785662842848,150.8,16962895.3728264,16.9628953728264,1346480.8988764,12.5979472764756
"REED HOT SPRINGS",0.31666666666667,41.1111111111111,8.7,32.4111111111111,423,"Mitchell et al. 1983",Idaho,-0.49939764943081,43.6966,-115.6607,41220.1481481482,42942.5614814815,4.6151095483313,100,429425.614814815,0.42942561481481,23608.5106382979,18.1894411466261
"HOT CREEK WARM SPRINGS",0.63333333333333,35,1.9,33.1,633,"Mitchell et al. 1983",Idaho,-0.19836765376683,44.89934983,-115.50539093,66246.6666666667,87710.5866666667,4.82116403076442,85.2,1029466.97965571,1.02946697965571,31552.6066350711,32.6270026296796
"BADLEY WARM SPRINGS",3.8,37.7777777777778,4.4,33.3777777777778,621,"Mitchell et al. 1983",Idaho,0.57978359661681,44.6209,-115.9847,441644.444444444,530679.964444445,5.64507277170874,100,5306799.64444445,5.30679964444445,192973.913043478,27.5000882800609
"DURFEE SPRINGS HOT SPRINGS",3.16666666666667,38.8888888888889,5.3,33.5888888888889,361,"Mitchell et al. 1983",Idaho,0.50060235056919,42.1015,-113.6319,382758.518518518,445030.385185185,5.5829248649599,103.7,4291517.69706061,4.29151769706061,276631.578947368,15.5134772154017
"JEAN PRESCOTT HOT SPRINGS",28.5,41.1111111111111,7.5,33.6111111111111,294,"Mitchell et al. 1983",Idaho,1.45484486000851,42.76739759,-115.72785982,3709813.33333333,4007923.33333333,6.56935205777062,145.2,27602777.7777778,27.6027777777778,3057061.2244898,9.02918710186595
"ASHTON WARM SPRINGS",0.12666666666667,39.4444444444444,5.7,33.7444444444444,341,"Mitchell et al. 1983",Idaho,-0.89733765810285,44.09046965,-111.46051109,15604.7703703704,17883.6557037037,4.19325738225385,123.3,145041.814304166,0.14504181430417,11714.2521994135,12.3816537184873
"WARM SPRINGS RESORT",19,42.2222222222222,8.4,33.8222222222222,445,"Mitchell et al. 1983",Idaho,1.27875360095283,43.81600426,-115.86455436,2561537.77777778,2688731.37777778,6.40850076527168,100,26887313.7777778,26.8873137777778,1346480.8988764,19.9685816562377
"PRESCOTT WARM SPRINGS",0.12666666666667,41.6666666666667,7.5,34.1666666666667,294,"Mitchell et al. 1983",Idaho,-0.89733765810285,42.77767526,-115.71647049,16782.4888888889,18107.4222222222,4.22485636832555,145.2,124706.764615855,0.12470676461586,13586.9387755102,9.17842986388026
"MARSH CREEK HOT SPRINGS",0.63333333333333,40,5.8,34.2,358,"Mitchell et al. 1983",Idaho,-0.19836765376683,42.4466,-113.5234,79496,90625.44,4.90034527681205,103.7,873919.382835101,0.8739193828351,55789.9441340782,15.6644606191904
"LOWER INDIAN BATHTUB HOT SPRINGS",9.5,42.2222222222222,7.5,34.7222222222222,294,"Mitchell et al. 1983",Idaho,0.97772360528885,42.76378652,-115.73091549,1280768.88888889,1380138.88888889,6.1074707696077,145.2,9505088.7664524,9.5050887664524,1019020.40816327,9.32767262589457
"CAPE HORN WARM SPRINGS",0.63333333333333,37.2222222222222,2.5,34.7222222222222,538,"Mitchell et al. 1983",Idaho,-0.19836765376683,44.39796169,-115.14898724,72135.2592592593,92009.2592592593,4.85814759701759,150.8,610140.976520287,0.61014097652029,37124.1635687732,16.4351440643232
"DANSKIN CREEK HOT SPRINGS",0.12666666666667,40,5.2,34.8,576,"Mitchell et al. 1983",Idaho,-0.89733765810285,44.05350635,-115.81900268,15899.2,18443.072,4.20137527247603,100,184430.72,0.18443072,6935,26.5941917808219
"POOL CREEK HOT SPRINGS",0.12666666666667,42.2222222222222,7.2,35.0222222222222,525,"Mitchell et al. 1983",Idaho,-0.89733765810285,43.7595,-115.5602,17076.9185185185,18560.8438518518,4.232409506216,100,185608.438518518,0.18560843851852,7608.68571428571,24.3942837814984
"BUCKAROO HOT SPRINGS",12.6666666666667,42.7777777777778,7.5,35.2777777777778,294,"Mitchell et al. 1983",Idaho,1.10266234189715,42.7804,-115.7142,1737134.81481481,1869628.14814815,6.2398335242952,145.2,12876226.9156209,12.8762269156209,1358693.87755102,9.47691538790888
"MARSH GULLY HOT SPRINGS",0.63333333333333,41.1111111111111,5.8,35.3111111111111,358,"Mitchell et al. 1983",Idaho,-0.19836765376683,42.449,-113.5112,82440.2962962963,93569.7362962963,4.91613954399528,103.7,902311.825422337,0.90231182542234,55789.9441340782,16.1733774684169
"BATTLE CREEK HOT SPRINGS #2",136.8,42.7777777777778,7,35.7777777777778,428,"Mitchell et al. 1983",Idaho,2.1360860973841,42.133748,-111.928379,18761056,20478169.6,7.27325727978215,111.5,183660713.901345,183.660713901345,10079730.8411215,18.2207954553785
"KRIGBAUM HOT SPRINGS",3.16666666666667,42.7777777777778,6.9,35.8777777777778,623,"Mitchell et al. 1983",Idaho,0.50060235056919,44.96572716,-116.20401534,434283.703703704,475356.637037037,5.63777353296724,85.2,5579303.25160842,5.57930325160842,160295.345104334,34.8063959560206
"EASLEY WARM SPRINGS",3.16666666666667,37.7777777777778,1.6,36.1777777777778,494,"Mitchell et al. 1983",Idaho,0.50060235056919,43.77935091,-114.53950294,368037.037037037,479331.437037037,5.56589152566112,150.8,3178590.43128009,3.17859043128009,202153.846153846,15.7236208548863
"PREIS HOT SPRINGS",0.31666666666667,41.1111111111111,4.9,36.2111111111111,408,"Mitchell et al. 1983",Idaho,-0.49939764943081,43.57601226,-114.83117691,41220.1481481482,47977.3081481481,4.6151095483313,150.8,318151.910796738,0.31815191079674,24476.4705882353,12.9982756153438
"DOWNATA HOT SPRINGS",31.0333333333333,42.7777777777778,6.2,36.5777777777778,415,"Mitchell et al. 1983",Idaho,1.49182842626168,42.38769706,-112.08579465,4255980.2962963,4749385.46962963,6.62899960865974,111.5,42595385.3778442,42.5953853778442,2358234.21686747,18.062406640179
"WOLF HOT SPRINGS",3.29333333333333,45,8.4,36.6,341,"Mitchell et al. 1983",Idaho,0.51763568986797,43.3346,-115.044,482275.733333333,504322.624,5.68329541007746,150.8,3344314.48275862,3.34431448275862,304570.557184751,10.9804260584846
"MILFORD SWEAT HOT SPRINGS",1.26666666666667,43.8888888888889,7.2,36.6888888888889,307,"Mitchell et al. 1983",Idaho,0.10266234189715,43.3660156,-113.78058008,179602.074074074,194441.327407407,5.25431134766383,120.7,1610947.20304397,1.61094720304397,130115.960912052,12.3808577499023
"RIGGINS HOT SPRINGS",3.16666666666667,41.1111111111111,3.9,37.2111111111111,662,"Mitchell et al. 1983",Idaho,0.50060235056919,45.41683631,-116.17290823,412201.481481482,493022.414814815,5.6151095483313,85.2,5786648.06120675,5.78664806120675,150851.963746224,38.3597794652614
"HORSE CREEK HOT SPRINGS",0.63333333333333,38.8888888888889,1.4,37.4888888888889,539,"Mitchell et al. 1983",Idaho,-0.19836765376683,45.50408235,-114.45925671,76551.7037037037,99340.557037037,4.88395486062388,133.8,742455.58323645,0.74245558323645,37055.2875695733,20.0364275096354
"UNNAMED SPRING",82.3333333333333,42.2222222222222,4.5,37.7222222222222,431,"Mitchell et al. 1983",Idaho,1.91557569854,42.89019632,-111.69911895,11099997.037037,12994651.7037037,7.04532286285885,111.5,116543961.468195,116.543961468195,6024278.42227378,19.3457130130793
"MORMON BEND HOT SPRINGS",19,37.7777777777778,0,37.7777777777778,561,"Mitchell et al. 1983",Idaho,1.27875360095283,44.26,-114.8383,2208222.22222222,3003182.22222222,6.34404277604476,150.8,19915001.4736222,19.9150014736222,1068064.17112299,18.6458847811391
"BASIN CREEK HOT SPRINGS",3.8,37.7777777777778,0,37.7777777777778,561,"Mitchell et al. 1983",Idaho,0.57978359661681,44.2637,-114.8183,441644.444444444,600636.444444444,5.64507277170874,150.8,3983000.29472443,3.98300029472443,213612.834224599,18.6458847811391
"PENCE HOT SPRINGS",85.5,46.1111111111111,7.5,38.6111111111111,294,"Mitchell et al. 1983",Idaho,1.93196611472817,42.79823063,-115.72091538,12918100,13812430,7.11119864212694,145.2,95126928.3746557,95.1269283746557,9171183.67346939,10.3723719599948
"RUNNING SPRINGS HOT SPRINGS",4.43333333333333,42.7777777777778,3.3,39.4777777777778,656,"Mitchell et al. 1983",Idaho,0.64673038624742,45.85602681,-114.93955342,607997.185185185,732275.931851852,5.78390156864548,133.8,5472914.28887782,5.47291428887782,213124.390243902,25.6794367017991
"STANLEY HOT SPRINGS",6.96666666666667,41.1111111111111,1.5,39.6111111111111,536,"Mitchell et al. 1983",Idaho,0.84302503139139,44.22407505,-114.92925086,906843.259259259,1154605.79259259,5.9575322291535,150.8,7656537.08615778,7.65653708615778,409889.552238806,18.6795126744216
"BAT HOT SPRINGS",6.33333333333333,47.2222222222222,7.5,39.7222222222222,294,"Mitchell et al. 1983",Idaho,0.80163234623317,42.7997,-115.7267,986339.259259259,1052585.92592593,5.9940263196899,145.2,7249214.36588103,7.24921436588103,679346.93877551,10.6708574840234
"SNOWSHOE JOHNSON'S HOT SPRINGS",0.95,42.2222222222222,2.4,39.8222222222222,479,"Mitchell et al. 1983",Idaho,-0.02227639471115,45.0422,-114.616,128076.888888889,158285.368888889,5.1074707696077,133.8,1182999.76748048,1.18299976748048,62545.3027139875,18.9142863835868
"MAGIC HOT SPRINGS",24.3833333333333,45.5555555555556,5.7,39.8555555555556,311,"Mitchell et al. 1983",Idaho,1.38709307574167,42.00713476,-114.50419713,3627373.03703704,4066058.4637037,6.55959222048147,120.6,33715244.3093176,33.7152443093176,2472517.04180064,13.6360007794988
"SULLIVAN HOT SPRINGS",12.6666666666667,40,0,40,521,"Mitchell et al. 1983",Idaho,1.10266234189715,44.2540837,-114.44339792,1589920,2119893.33333333,6.20137527247603,150.8,14057648.0990274,14.0576480990274,766710.172744722,18.335022279283
"OAKLEY HOT SPRINGS",0.63333333333333,47.2222222222222,6.9,40.3222222222222,293,"Mitchell et al. 1983",Idaho,-0.19836765376683,42.17324612,-113.86112502,98633.9259259259,106848.512592593,4.9940263196899,103.7,1030361.74149077,1.03036174149077,68166.5529010239,15.1153563975404
"FAIRCHILD HOT SPRINGS",6.33333333333333,50,9.5,40.5,324,"Mitchell et al. 1983",Idaho,0.80163234623317,44.53293931,-116.75544149,1059946.66666667,1073196,6.02528401342035,109.6,9791934.30656934,9.79193430656934,616444.444444444,15.8845365463454
"GOLDBUG (BLM) HOT SPRINGS",11.0833333333333,45,4.3,40.7,289,"Mitchell et al. 1983",Idaho,1.04467039491946,44.904925,-113.92922991,1623043.33333333,1887367.53333333,6.21033011512895,122.8,15369442.4538545,15.3694424538545,1209425.60553633,12.7080511471714
"PIERSON HOT SPRINGS",6.96666666666667,42.2222222222222,0.7,41.5222222222222,541,"Mitchell et al. 1983",Idaho,0.84302503139139,43.99046311,-114.80062671,939230.518518519,1210311.87851852,5.97277219571024,150.8,8025940.83898222,8.02594083898222,406101.293900185,19.7633963731101
"LIDY HOT SPRINGS #1",15.8333333333333,47.2222222222222,5.6,41.6222222222222,218,"Mitchell et al. 1983",Idaho,1.1995723549052,44.14212942,-112.55360245,2465848.14814815,2757333.48148148,6.39196632836194,123.3,22362801.9584873,22.3628019584873,2290458.71559633,9.7634599594453
"CRONKS CANYON HOT SPRINGS",1.26666666666667,45.5555555555556,3.5,42.0555555555556,311,"Mitchell et al. 1983",Idaho,0.10266234189715,44.71937062,-114.01672787,188434.962962963,222883.22962963,5.27516148663695,133.8,1665793.94342025,1.66579394342025,128442.443729904,12.9691860030566
"COLGATE LICKS HOT SPRINGS",3.16666666666667,45,2.5,42.5,694,"Mitchell et al. 1983",Idaho,0.50060235056919,46.46547459,-114.93983861,463726.666666667,563096.666666667,5.66626207077868,63.9,8812154.40792906,8.81215440792906,143896.253602305,61.239637498025
